time,open,high,low,close,Basis,Upper,Lower,Plot,Plot
1637127000,1.12918,1.13005,1.12917,1.12991,1.133858799999995,1.140457035833682,1.1272605641663078,45.13891573200113,68.22903562821087
1637128800,1.12991,1.13035,1.12955,1.13013,1.1337049999999949,1.1402750442440206,1.1271349557559691,43.99479610718063,62.63369971813811
1637130600,1.13013,1.13078,1.13008,1.13022,1.1335551999999949,1.1400773454382356,1.1270330545617542,43.035538645467824,57.12811616782764
1637132400,1.13022,1.13153,1.12978,1.13131,1.1334313999999948,1.1398444745645118,1.1270183254354778,52.43250989224808,53.202927674030434
1637134200,1.13131,1.13174,1.12998,1.13028,1.1332815999999948,1.1395963255774282,1.1269668744225614,61.86209826339652,52.01893772662676
1637136000,1.13028,1.13194,1.12992,1.13187,1.133179199999995,1.1393711521249434,1.1269872478750464,69.18220737490314,52.66497505709975
1637137800,1.13187,1.13211,1.13115,1.13173,1.1330541999999948,1.1390227992803228,1.1270856007196668,75.92787823078672,54.99250391828603
1637139600,1.13173,1.13187,1.13102,1.13112,1.132926999999995,1.1387185655367074,1.1271354344632825,83.00493183290459,59.32235950986107
1637141400,1.13112,1.13188,1.13078,1.13125,1.1328021999999949,1.1383873416606065,1.1272170583393832,86.39445205068083,64.47930154969603
1637143200,1.13125,1.1316599999999999,1.13076,1.13131,1.132704999999995,1.1381817993724332,1.1272282006275567,88.47532365579187,70.03936749327244
1637145000,1.13131,1.1316599999999999,1.1307,1.13077,1.1325981999999948,1.1379780529132035,1.127218347086786,88.30930622147473,75.6985884402733
1637146800,1.13077,1.13148,1.1307,1.13143,1.1325153999999948,1.137803746184544,1.1272270538154456,87.58949306596602,80.09321133698803
1637148600,1.13143,1.13246,1.13131,1.13245,1.1324409999999947,1.1375657469565867,1.1273162530434027,90.65990469481758,83.69293714091567
1637150400,1.13245,1.13322,1.13233,1.13247,1.1323457999999949,1.1371769155406515,1.1275146844593382,90.6599046948176,86.37764930590498
1637152200,1.13247,1.13252,1.13158,1.13168,1.1322449999999948,1.1368210115130655,1.1276689884869242,87.71532568373306,87.85108023752326
1637154000,1.13168,1.13218,1.13122,1.13145,1.1321323999999948,1.136377101299112,1.1278876987008777,84.5764916430441,88.0475252137907
1637155800,1.13145,1.1320999999999999,1.12979,1.12994,1.1320065999999946,1.1360588358482908,1.1279543641516985,74.54954483783372,86.56691181218483
1637157600,1.12994,1.13152,1.12976,1.13086,1.1318859999999948,1.1355620168821712,1.1282099831178185,68.8975378275524,84.11968858365489
1637159400,1.13086,1.1320999999999999,1.13058,1.13181,1.1317981999999949,1.1351357615900073,1.1284606384099825,69.9043330303057,81.81906693475877
1637161200,1.13181,1.13186,1.13055,1.13095,1.1317383999999948,1.1349993023472336,1.128477497652756,64.33809641593655,78.91264235350509
1637163000,1.13095,1.13098,1.1293199999999999,1.13078,1.1316657999999946,1.1347999948521896,1.1285316051477996,57.29466527730867,74.74198742631648
1637164800,1.13078,1.13117,1.12998,1.1304,1.1315793999999948,1.1345476967115724,1.1286111032884172,48.54951100831458,69.4781882155036
1637166600,1.1304,1.13223,1.13024,1.13206,1.1315201999999949,1.1342290812020104,1.1288113187979794,51.493767418827574,64.95049343239042
1637168400,1.13206,1.13261,1.13181,1.13211,1.1314737999999946,1.133985711099443,1.1289618889005464,56.377896818461195,61.42566907931755
1637170200,1.13211,1.13269,1.13169,1.1319,1.1314439999999948,1.1338663697318376,1.129021630268152,66.70496385268132,60.4450964561735
1637172000,1.1319,1.13263,1.13141,1.13244,1.1314435999999948,1.1338649310633813,1.1290222689366083,73.94838084959468,61.076451833928786
1637173800,1.13244,1.13244,1.1314,1.13181,1.131424799999995,1.1338047330067473,1.1290448669932425,73.37978334669198,61.51088312347707
1637175600,1.13181,1.13194,1.13124,1.13148,1.131391799999995,1.1336927112035065,1.1290908887964834,75.28526667484759,62.879279405840954
1637177400,1.13148,1.13161,1.1313,1.13146,1.1313663999999948,1.1336173762589026,1.129115423741087,77.85678004413548,65.4495437516943
1637179200,1.13146,1.13231,1.13111,1.13174,1.131358799999995,1.1335977709947316,1.1291198290052584,82.39206121628064,69.67986252769006
1637181000,1.13174,1.13229,1.13169,1.1322699999999999,1.131370799999995,1.1336299527431364,1.1291116472568534,82.06007950700662,73.50065153871245
1637182800,1.1322699999999999,1.1322699999999999,1.13184,1.13199,1.1313677999999951,1.1336211713327904,1.1291144286672,79.52566075151103,76.39412203034368
1637184600,1.13199,1.13233,1.13181,1.1319299999999999,1.1313809999999949,1.133642615875096,1.1291193841248937,77.61350845050339,77.75769010507143
1637186400,1.1319299999999999,1.13221,1.13175,1.13195,1.1313851999999949,1.1336521706917615,1.1291182293082282,74.67695841104106,77.84876230025223
1637188200,1.13195,1.13212,1.13164,1.13186,1.1313823999999948,1.1336451503439493,1.1291196496560403,70.1465664701442,77.44461019068376
1637190000,1.13186,1.13201,1.13165,1.1319299999999999,1.1313775999999949,1.133631449843267,1.1291237501567228,68.24132131586556,76.56411702081101
1637191800,1.1319299999999999,1.13195,1.13156,1.13178,1.131371199999995,1.1336149894545173,1.1291274105454725,63.86349028438941,74.81495580084275
1637193600,1.13178,1.13262,1.13176,1.13231,1.1313903999999948,1.1336580858507337,1.129122714149256,68.07336338123832,73.02511857146246
1637195400,1.13231,1.13263,1.13162,1.13232,1.1314007999999949,1.1336874506330106,1.1291141493669792,68.75707109131109,71.36224251950053
1637197200,1.13232,1.13283,1.13184,1.1328,1.131410799999995,1.1337285135538337,1.1290930864461561,71.41070112673627,70.34787256640368
1637199000,1.1328,1.13283,1.13232,1.13243,1.131414799999995,1.1337423858983033,1.1290872141016868,70.17543155954223,69.41811295503354
1637200800,1.13243,1.13382,1.13241,1.13353,1.131432599999995,1.1338382798135105,1.1290269201864795,73.11198159900457,69.22249085352897
1637202600,1.13353,1.13353,1.13299,1.13342,1.1314549999999948,1.1339417310606044,1.1289682689393852,79.5370310073116,70.3962989206749
1637204400,1.13342,1.13352,1.13269,1.13292,1.131470799999995,1.1339993561330113,1.1289422438669785,80.31452524298504,71.90544941156483
1637206200,1.13292,1.13321,1.1327,1.13281,1.131483599999995,1.1340439992098197,1.1289232007901704,82.68481804484276,74.25811538162151
1637208000,1.13281,1.1329,1.1326,1.13282,1.131516999999995,1.134116616580231,1.128917383419759,76.28405564074578,75.28445191405993
1637209800,1.13282,1.13306,1.13249,1.1325,1.131589399999995,1.1340341515956962,1.129144648404294,66.92432687054831,75.05535888646459
1637211600,1.1325,1.13258,1.1319,1.13197,1.1316331999999951,1.1339940655433998,1.1292723344565905,54.42432687054831,72.9320621044411
1637213400,1.13197,1.13202,1.13158,1.13181,1.131672999999995,1.13394384375599,1.129402156244,46.24304344466802,69.94051359008182
1637215200,1.13181,1.13211,1.1316,1.13192,1.131727799999995,1.1338179452969863,1.1296376547030038,34.589692444586824,65.1252274457796
1637217000,1.13192,1.13198,1.13139,1.13197,1.1317689999999951,1.1337570596979094,1.1297809403020809,24.340981796770674,58.225721294461984
1637218800,1.13197,1.1328799999999999,1.13145,1.1328799999999999,1.131823999999995,1.1337610015778319,1.1298869984221582,25.278263951263764,51.34618863299682
1637220600,1.1328799999999999,1.13385,1.13256,1.1334899999999999,1.1318893999999948,1.1338260428076659,1.1299527571923238,31.070443392592715,44.89439180146557
1637222400,1.1334899999999999,1.13397,1.13311,1.13383,1.131939799999995,1.13398026253658,1.1298993374634099,37.47120579668971,40.042785570958564
1637224200,1.13383,1.13395,1.13258,1.13337,1.132001599999995,1.134014293248643,1.129988906751347,43.390145759411425,37.10101293206645
1637226000,1.13337,1.13352,1.1327,1.13304,1.132024999999995,1.1340695369563862,1.1299804630436037,50.09522073209615,36.559874664759924
1637227800,1.13304,1.1334,1.13241,1.13318,1.132053999999995,1.1341350454377688,1.1299729545622212,57.64650895088645,37.98530785303723
1637229600,1.13318,1.13342,1.13287,1.13306,1.132092799999995,1.1341757789039264,1.1300098210960636,63.46085862782878,41.59420362594247
1637231400,1.13306,1.13384,1.13299,1.13374,1.132142599999995,1.1342812141224259,1.1300039858775641,72.97314118929788,47.67322355000836
1637233200,1.13374,1.1346,1.13373,1.13444,1.132205199999995,1.134468445703831,1.1299419542961588,77.5441763951322,54.20646260549191
1637235000,1.13444,1.13476,1.13424,1.13444,1.132278599999995,1.1346142852028867,1.1299429147971032,78.23145295276167,60.10158880051303
1637236800,1.13444,1.13475,1.13372,1.13406,1.132331199999995,1.1347280293876754,1.1299343706123146,75.43067980586976,64.84652305166054
1637238600,1.13406,1.13485,1.13379,1.13399,1.1323619999999948,1.134827978532018,1.1298960214679716,75.4704360216883,68.85655933444514
1637240400,1.13399,1.13474,1.13321,1.13337,1.1323799999999948,1.1348708984558886,1.129889101544101,68.76536104900359,71.19032687405857
1637242200,1.13337,1.13422,1.1328,1.13348,1.1324159999999948,1.1349232844111146,1.129908715588875,62.266381660996544,71.76781096282232
1637244000,1.13348,1.13415,1.13269,1.13408,1.1324685999999948,1.1350178450581343,1.1299193549418554,62.150905983192445,71.60406688224279
1637245800,1.13408,1.13475,1.13374,1.13415,1.1325527999999947,1.1350040244121753,1.130101575587814,58.5580485453596,69.80218030175051
1637247600,1.13415,1.13592,1.13362,1.13506,1.1326367999999947,1.1351650328054805,1.1301085671945088,58.55804854535959,67.42891432052893
1637249400,1.13506,1.13578,1.13451,1.13478,1.1326961999999947,1.1353150971667507,1.1300773028332387,55.617337919555,64.60214994137809
1637251200,1.13478,1.13547,1.13464,1.13476,1.1327723999999948,1.135413155406555,1.1301316445934346,55.26503614574557,62.08144448386257
1637253000,1.13476,1.13588,1.13476,1.13587,1.1328741999999947,1.1356331857499953,1.1301152142499942,58.66606873740277,59.980898573326876
1637254800,1.13587,1.13738,1.13577,1.1373199999999999,1.1330125999999947,1.1360453743682375,1.129979825631752,71.16606873740277,60.28098703437678
1637256600,1.1373199999999999,1.13739,1.13675,1.1369799999999999,1.1331109999999947,1.1364263139169315,1.1297956860830578,80.77348929338092,62.59437548842482
1637258400,1.1369799999999999,1.13741,1.13676,1.13689,1.1332065999999947,1.1367554083026377,1.1296577916973518,84.39962287489976,65.37546509988823
1637260200,1.13689,1.13697,1.13668,1.13677,1.1333039999999948,1.1370334202120405,1.129574579787949,86.74205776777696,68.89846625269041
1637262000,1.13677,1.13711,1.13672,1.13705,1.1333961999999946,1.1373352604679239,1.1294571395320654,84.5311210615514,72.14510031721439
1637263800,1.13705,1.13722,1.13693,1.13705,1.1335009999999948,1.1376000037041265,1.129401996295863,85.17297034785129,75.83955437075142
1637265600,1.13705,1.13722,1.1369,1.13712,1.133613799999995,1.137838595541445,1.1293890044585448,85.69700128659574,79.6435500133577
1637267400,1.13712,1.13728,1.13688,1.13726,1.133729799999995,1.138071088675661,1.1293885113243287,83.56104061332839,82.75542149784839
1637269200,1.13726,1.13729,1.13705,1.1371499999999999,1.133837999999995,1.1382810760869004,1.1293949239130896,79.72788295231811,83.82564827471282
1637271000,1.1371499999999999,1.1374,1.1371,1.13719,1.1339363999999952,1.1384946418881647,1.1293781581118256,77.95436051200402,83.47325717704071
1637272800,1.13719,1.13719,1.13669,1.1371,1.134038599999995,1.1386743065660045,1.1294028934339853,75.60498871852553,82.37392790749394
1637274600,1.1371,1.13721,1.1369799999999999,1.13708,1.134141599999995,1.1388345691147448,1.1294486308852454,68.8054969299676,80.13185780276775
1637276400,1.13708,1.13727,1.13707,1.13721,1.134246799999995,1.138993513190534,1.129500086809456,60.673549288669506,77.14966133115752
1637278200,1.13721,1.13724,1.13677,1.1368,1.1343455999999952,1.1390967081982142,1.1295944918017762,50.472410628174224,72.81209136619789
1637280000,1.1368,1.13693,1.13632,1.13643,1.134435599999995,1.139161708770803,1.1297094912291872,40.601454610131114,67.17514803163982
1637281800,1.13643,1.13664,1.13625,1.13646,1.1345291999999951,1.1392102357949836,1.1298481642050067,30.50592649041381,60.54325876627549
1637283600,1.13646,1.1365399999999999,1.13574,1.13592,1.134601399999995,1.1392388238930178,1.1299639761069724,21.839084151424082,53.307158916163736
1637285400,1.13592,1.13619,1.1356,1.13567,1.134668399999995,1.1392476776849674,1.1300891223150225,12.952877204976767,45.181973502785326
1637287200,1.13567,1.1357,1.13551,1.13559,1.134724199999995,1.139265139039877,1.1301832609601132,5.130592417879382,36.37267396520455
1637289000,1.13559,1.13568,1.13537,1.13543,1.134784199999995,1.1392565570257778,1.1303118429742123,2.4256268594917008,28.07519020639506
1637290800,1.13543,1.13572,1.13534,1.13542,1.134821999999995,1.1392769915955758,1.130367008404414,0.2685112070153406,20.524560446188286
1637292600,1.13542,1.13563,1.13521,1.13552,1.134863999999995,1.1392969589571744,1.1304310410428156,0.9087905345361857,14.32910793448353
1637294400,1.13552,1.13563,1.13538,1.13558,1.134917199999995,1.1393018466352522,1.1305325533647377,1.9659702768149543,9.49967239281901
1637296200,1.13558,1.13569,1.1352,1.13521,1.134965199999995,1.1392856636458615,1.1306447363541285,1.6974590697996104,5.898613965242232
1637298000,1.13521,1.13574,1.1352,1.13572,1.135023199999995,1.139282467673844,1.1307639323261458,4.720351159850463,3.7587723412955327
1637299800,1.13572,1.13582,1.13526,1.13527,1.135078599999995,1.1392420091035314,1.1309151908964588,5.206114811345581,2.790427042091638
1637301600,1.13527,1.13543,1.13512,1.1353199999999999,1.1351455999999949,1.1391587383127464,1.1311324616872434,6.334533909232783,2.940919728510813
1637303400,1.1353199999999999,1.13606,1.1353199999999999,1.13587,1.1352267999999948,1.1390659256973266,1.131387674302663,12.628896639558326,4.216328451019143
1637305200,1.13587,1.13587,1.1353,1.13569,1.1353021999999948,1.1389577857762583,1.1316466142237314,20.604372174656042,6.758311071974244
1637307000,1.13569,1.13574,1.1343699999999999,1.13438,1.1353503999999948,1.138824180234472,1.1318766197655175,19.964092847135202,9.140223861049122
1637308800,1.13438,1.1345399999999999,1.13329,1.13362,1.1353651999999947,1.1387823927246348,1.1319480072753547,18.90691310485643,11.257841714554305
1637310600,1.13362,1.13384,1.1323,1.13238,1.1353429999999949,1.1388570441612773,1.1318289558387125,18.90691310485643,13.409023468936407
1637312400,1.13238,1.13238,1.12991,1.13096,1.135285599999995,1.1390860084144758,1.131485191585514,15.884021014805581,14.804482200805797
1637314200,1.13096,1.13133,1.1282699999999999,1.12992,1.1352165999999948,1.139406273658907,1.1310269263410826,15.398257363310462,16.078500019801407
1637316000,1.12992,1.13022,1.1284,1.12978,1.1351513999999947,1.139693335200911,1.1306094647990783,14.26983826542326,17.070413064325216
1637317800,1.12978,1.13052,1.12962,1.13009,1.1350895999999948,1.1399188570978491,1.1302603429021405,9.024433155701033,16.619855128843056
1637319600,1.13009,1.13029,1.12846,1.1296,1.1350203999999946,1.1401724723132958,1.1298683276866934,1.5200964565920159,14.234320664085052
1637321400,1.1296,1.1299,1.12858,1.129,1.1349255999999948,1.1404765822659677,1.1293746177340218,1.5200964565920172,11.928821115267153
1637323200,1.129,1.12974,1.12884,1.12914,1.1348195999999948,1.1407270401492828,1.1289121598507068,1.9956865987111896,9.814917801998998
1637325000,1.12914,1.12919,1.12524,1.12573,1.1346453999999948,1.1413549290719462,1.1279358709280434,1.995686598711188,7.701014488730843
1637326800,1.12573,1.12866,1.12501,1.12849,1.1345339999999948,1.141579104691682,1.1274888953083078,7.704517442560621,6.678576542200224
1637328600,1.12849,1.12943,1.12836,1.12879,1.134429999999995,1.1417548276509035,1.1271051723490864,16.44939218726568,6.809968395194627
1637330400,1.12879,1.13212,1.12876,1.13142,1.134390999999995,1.1417825936281902,1.1269994063717999,28.94939218726568,8.64491263542493
1637332200,1.13142,1.13165,1.13028,1.13072,1.134335799999995,1.1418322926709015,1.1268393073290885,39.49824241443725,12.454138792766958
1637334000,1.13072,1.13125,1.13002,1.13078,1.134269799999995,1.141868646120581,1.1266709538794093,50.72449738441318,18.604688908744603
1637335800,1.13078,1.13214,1.13076,1.13178,1.134222399999995,1.141871028250535,1.1265737717494548,63.22449738441318,26.31773902472225
1637337600,1.13178,1.13222,1.1314899999999999,1.13178,1.134156799999995,1.1418465715254558,1.1264670284745344,75.24890724229401,35.4743916051701
1637339400,1.13178,1.13202,1.13127,1.13183,1.1340977999999948,1.141826902947175,1.1263686970528146,87.74890724229401,46.19354418561795
1637341200,1.13183,1.13196,1.13146,1.1316,1.134034599999995,1.141808860759898,1.126260339240092,94.20382191885889,57.00595724515524
1637343000,1.1316,1.13179,1.12923,1.12984,1.133913999999995,1.1417960349601433,1.1260319650398467,95.28287330569123,66.86014238495844
1637344800,1.12984,1.1302699999999999,1.12913,1.12914,1.133750399999995,1.1417101722401024,1.1257906277598875,91.78685678611389,74.71482545981446
1637346600,1.12914,1.12959,1.12867,1.1287,1.1335847999999948,1.1416514663570423,1.1255181336429474,88.69315274540237,80.8641892511851
1637348400,1.1287,1.12919,1.12855,1.12903,1.1334275999999948,1.1415605200855896,1.1252946799144,82.32499418810106,84.81425135164608
1637350200,1.12903,1.12922,1.12882,1.12895,1.1332711999999947,1.1414627301450029,1.1250796698549865,74.12243573351806,86.1764936452842
1637352000,1.12895,1.129,1.1286,1.1288799999999999,1.1331077999999948,1.1413272712339608,1.1248883287660287,62.92587764298362,84.6361149453704
1637353800,1.1288799999999999,1.12918,1.12878,1.12884,1.1329435999999946,1.1411731409421686,1.1247140590578206,51.563836669313545,80.11298112374784
1637355600,1.12884,1.129,1.12846,1.12847,1.1327705999999949,1.1410082959985794,1.1245329040014103,39.400091148899214,73.26251477750289
1637357400,1.12847,1.12853,1.12801,1.12809,1.1325871999999948,1.1408254386538215,1.1243489613461681,29.57616501736183,65.04917624146171
1637532000,1.12863,1.129,1.12812,1.12859,1.1324159999999948,1.1406062503085512,1.1242257496914383,23.57586813346054,56.522802659880035
1637533800,1.12859,1.12866,1.12842,1.12858,1.1322437999999948,1.1403607789556613,1.1241268210443283,18.036318136582107,47.690698333777505
1637535600,1.12858,1.12858,1.12715,1.1273,1.1320477999999945,1.14015659506283,1.123939004937159,12.707082887918785,38.98845942125472
1637537400,1.1273,1.12772,1.12719,1.12753,1.1318567999999947,1.1399135044205038,1.1238000955794856,10.967739453976666,31.094122386312048
1637539200,1.12753,1.12883,1.12738,1.12881,1.1316887999999947,1.139582618221678,1.1237949817783115,22.164297544511097,25.998924874002988
1637541000,1.12881,1.12891,1.12772,1.12805,1.1315137999999947,1.1392926509671466,1.1237349490328428,29.387265133465284,23.226853432021954
1637542800,1.12805,1.12883,1.12802,1.12859,1.1313569999999948,1.138999271021502,1.1237147289784877,41.854328507835916,23.533633101889038
1637544600,1.12859,1.12898,1.12649,1.12726,1.1311729999999947,1.1387252053976333,1.123620794602356,47.44606835219165,25.767371018742768
1637546400,1.12726,1.12772,1.12697,1.12759,1.1310063999999946,1.1384663141496068,1.1235464858503825,52.53111332450867,29.386776667623785
1637548200,1.12759,1.12762,1.12657,1.12716,1.1308361999999947,1.1382253794110215,1.123447020588968,55.49396782856019,34.068982879121045
1637550000,1.12716,1.12717,1.1265,1.12658,1.1306559999999948,1.1379933428512468,1.1233186571487428,58.59735409717182,39.80526678027768
1637551800,1.12658,1.12745,1.12652,1.1271,1.1304893999999948,1.1377278311398522,1.1232509688601373,63.274593888798805,46.34362358463044
1637553600,1.1271,1.12759,1.12703,1.12756,1.1303321999999947,1.1374226342157712,1.1232417657842182,61.555680080500444,51.26754640162911
1637555400,1.12756,1.12788,1.12719,1.1278299999999999,1.1301783999999948,1.1370736798432814,1.1232831201567082,65.69475346521634,55.80598244309799
1637557200,1.1278299999999999,1.12784,1.1272199999999999,1.12728,1.130012399999995,1.136703856426977,1.123320943573013,62.69021489841906,58.41046824192088
1637559000,1.12728,1.1278,1.12696,1.12776,1.129863399999995,1.1363359663660455,1.1233908336339444,69.59847505406333,61.17951907965484
1637560800,1.12776,1.12782,1.1272,1.12733,1.129695599999995,1.1358788781850933,1.1235123218148966,70.9784411988744,63.48543506395056
1637562600,1.12733,1.12744,1.12654,1.12661,1.1295223999999948,1.135468097109476,1.1235767028905137,69.68807150266517,65.25969802321369
1637564400,1.12661,1.12742,1.1262699999999999,1.12684,1.129352799999995,1.1349981012420356,1.1237074987579545,73.51366267898628,67.12423659594049
1637566200,1.12684,1.1272,1.126,1.12601,1.129155599999995,1.1344200020662787,1.1238911979337112,67.77801159424449,67.6871638091212
1637568000,1.12601,1.12789,1.12599,1.12717,1.128985199999995,1.1337483902244827,1.1242220097755071,69.49692540254284,68.6798194743765
1637569800,1.12717,1.12763,1.12648,1.12652,1.128827999999995,1.1332614185583225,1.1243945814416676,65.19087675813488,68.61683488599132
1637571600,1.12652,1.12843,1.12648,1.12822,1.128719999999995,1.1328136658524748,1.1246263341475153,68.22835195056153,69.30910201750913
1637573400,1.12822,1.12879,1.12769,1.12801,1.128632599999995,1.1325183329245825,1.1247468670754077,67.3357255776329,69.02625833295532
1637575200,1.12801,1.12876,1.12784,1.12863,1.128585999999995,1.132381820084488,1.124790179915502,70.36702786398344,68.94983166609396
1637577000,1.12863,1.1290499999999999,1.12807,1.1286,1.128559599999995,1.1323254298044152,1.1247937701955746,78.11027759341557,70.00260742743777
1637578800,1.1286,1.12882,1.12807,1.12839,1.1285317999999949,1.132272664521201,1.1247909354787888,82.69877887021246,71.15074695134103
1637580600,1.12839,1.12839,1.12653,1.12768,1.128483599999995,1.1321939563324959,1.124773243667494,89.87799962315272,73.91324545495456
1637582400,1.12768,1.128,1.1272,1.12798,1.128451199999995,1.1321439078291935,1.1247584921707967,87.39164350004359,76.15008521714216
1637584200,1.12798,1.12825,1.12745,1.12764,1.1284239999999952,1.1321221177793366,1.1247258822206538,87.83454023841593,78.98054315217729
1637586000,1.12764,1.12794,1.1273,1.12752,1.1283915999999952,1.1320939754684556,1.1246892245315347,83.48094819010394,80.88711768212009
1637587800,1.12752,1.12806,1.12736,1.12801,1.128437199999995,1.1320187186883313,1.1248556813116586,82.36437974934938,82.76569945358466
1637589600,1.12801,1.12801,1.12361,1.12435,1.128354399999995,1.1322108529186115,1.1244979470813785,69.86437974934938,82.7028684392554
1637591400,1.12435,1.12666,1.12368,1.12576,1.1282937999999951,1.1322519463290501,1.1243356536709401,62.70664321437931,80.77741414187587
1637593200,1.12576,1.12589,1.12424,1.12517,1.128168799999995,1.1321143533341045,1.1242232466658855,54.96298254682784,77.3104396014528
1637595000,1.12517,1.12527,1.12417,1.12466,1.128047599999995,1.132072642125307,1.1240225578746832,48.83768212720514,72.18039991445934
1637596800,1.12466,1.1264399999999999,1.12462,1.1264,1.127959999999995,1.1319044993486624,1.1240155006513275,47.264906490255385,67.16455778823581
1637598600,1.1264,1.12655,1.12575,1.12615,1.127847399999995,1.1315977726965587,1.1240970273034312,46.48121970891982,61.995392722048805
1637600400,1.12615,1.12617,1.12503,1.12515,1.127714799999995,1.1313108716220492,1.1241187283779408,43.982702071852536,57.05811195726737
1637602200,1.12515,1.12555,1.12455,1.12485,1.127575199999995,1.1309984960889217,1.1241519039110683,38.761883477243494,51.607799923254134
1637604000,1.12485,1.12501,1.12423,1.12446,1.1274323999999951,1.1307156436873849,1.1241491563126054,42.92356355683459,48.24019789918978
1637605800,1.12446,1.12467,1.12379,1.12402,1.127315999999995,1.1306962366943627,1.1239357633056275,40.622629924464015,45.47969623795037
1637607600,1.12402,1.1241,1.12361,1.12374,1.127207999999995,1.1307485790642011,1.123667420935789,38.982615138991605,43.482150311970834
1637609400,1.12374,1.12399,1.12311,1.12318,1.1270975999999953,1.1308671310197578,1.1233280689802327,37.005465709979674,42.003123259817656
1637611200,1.12318,1.12364,1.12306,1.12352,1.126987399999995,1.1308946490785023,1.1230801509214878,31.34398297139061,40.01300781995956
1637613000,1.12352,1.12388,1.12333,1.1236599999999999,1.126881599999995,1.1308939695132754,1.1228692304867147,26.570970360362416,37.52422665138989
1637614800,1.1236599999999999,1.1237,1.12335,1.12354,1.1267747999999953,1.13088872830619,1.1226608716938007,23.494843828901463,34.963244371021005
1637616600,1.12354,1.1237,1.12316,1.12347,1.1266673999999952,1.130872681840634,1.1224621181593564,20.48994010652395,32.67925144968106
1637618400,1.12347,1.12382,1.12313,1.12374,1.1265727999999953,1.1308498902620505,1.12229570973794,20.539784002846485,29.88127900543255
1637620200,1.12374,1.12384,1.12363,1.12367,1.1264843999999952,1.1308444692780564,1.122124330721934,21.838333629123635,27.533241968515
1637622000,1.12367,1.12396,1.12361,1.12394,1.1263913999999953,1.130774458334046,1.1220083416659445,29.569882062010528,26.356650333892365
1637623800,1.12394,1.12417,1.12392,1.12417,1.1263031999999953,1.1306827731650433,1.1219236268349473,41.493424339344834,26.91764516256301
1637625600,1.12417,1.12438,1.12397,1.12437,1.1262445999999953,1.1306607244727287,1.1218284755272618,51.21403883799279,29.40140214588828
1637627400,1.12437,1.12439,1.12384,1.12404,1.1261747999999954,1.1306326813475058,1.121716918652485,58.02468236993138,33.333116147084404
1637629200,1.12404,1.12439,1.12393,1.1242699999999999,1.1260839999999954,1.1304893007962866,1.1216786992037042,67.85052752057572,38.877576608543684
